episode,steps,x,y,yaw,steer,throttle,action,reward,done,on_track,progress,closest_waypoint,track_len,timestamp,iteration
2,68,720.6800000000001,127.99000000000001,1.3163,0.26,5.33,10,1.0,False,True,25.481,17,17.67,1570766829.3533814,1
2,69,721.19,137.83,1.4206,0.0,5.33,7,1.0,False,True,26.0299,17,17.67,1570766829.4201794,1
2,70,720.9,148.01999999999998,1.518,0.52,8.0,14,1.0,False,True,26.5886,17,17.67,1570766829.4853048,1
2,71,719.02,159.95,1.6478,0.52,8.0,14,1.0,False,True,27.2232,18,17.67,1570766829.5533185,1
2,72,715.78,171.43,1.8065,0.0,2.67,6,0.5,False,True,27.8152,18,17.67,1570766829.6185703,1
2,73,711.63,182.0,1.9877,0.0,5.33,7,0.1,False,True,28.6876,20,17.67,1570766829.6869702,1
2,74,706.22,191.73,2.1155,-0.26,5.33,4,0.1,False,True,29.4958,20,17.67,1570766829.7591913,1
2,75,700.35,199.5,2.1845,0.26,5.33,10,0.1,False,True,30.0227,20,17.67,1570766829.820144,1
2,76,693.35,207.14999999999998,2.2526,0.26,5.33,10,0.1,False,False,30.5659,21,17.67,1570766829.8890345,1
2,77,686.1500000000001,214.25,2.31,0.0,5.33,7,0.1,False,False,31.0837,21,17.67,1570766829.9534495,1
2,78,678.25,221.74,2.3496,0.0,5.33,7,0.1,False,False,32.5992,22,17.67,1570766830.0216208,1
2,79,670.39,228.57,2.3892,0.26,5.33,10,0.1,False,False,33.1881,22,17.67,1570766830.0889072,1
2,80,662.42,234.43,2.4455,0.52,2.67,12,0.1,False,False,33.7475,23,17.67,1570766830.1538432,1
2,81,654.51,239.37,2.5151,0.0,5.33,7,0.1,False,False,34.7665,23,17.67,1570766830.2209594,1
2,82,645.66,244.37000000000003,2.5748,0.0,5.33,7,0.1,False,False,35.8218,24,17.67,1570766830.2876604,1
2,83,636.34,249.18,2.6232,0.0,5.33,7,0.1,False,False,36.3741,24,17.67,1570766830.3549695,1
2,84,626.9499999999999,253.69000000000003,2.6604,0.0,5.33,7,0.1,False,False,36.9286,25,17.67,1570766830.4214282,1
2,85,617.26,258.1,2.6892,0.0,5.33,7,0.1,False,True,37.4994,25,17.67,1570766830.4879682,1
2,86,607.62,262.31,2.7109,0.0,5.33,7,0.5,False,True,38.0666,25,17.67,1570766830.5541482,1
2,87,597.62,266.54,2.7277,0.0,5.33,7,0.5,False,True,38.7243,26,17.67,1570766830.6227908,1
2,88,587.72,270.63,2.7398,0.0,5.33,7,0.5,False,True,39.2823,26,17.67,1570766830.689386,1
2,89,578.09,274.54,2.7485,0.0,5.33,7,1.0,False,True,39.8253,27,17.67,1570766830.7533247,1
2,90,568.61,278.07,2.7687,0.26,2.67,9,1.0,False,True,40.36,28,17.67,1570766830.8214211,1
2,91,560.25,280.76,2.7988,0.26,2.67,9,1.0,False,True,40.8321,28,17.67,1570766830.8894763,1
2,92,552.4499999999999,282.90000000000003,2.8317,0.0,5.33,7,1.0,False,True,41.2724,28,17.67,1570766830.955213,1
2,93,544.57,285.15000000000003,2.8471,-0.26,2.67,3,0.5,False,True,41.7172,28,17.67,1570766831.0216315,1
2,94,537.49,287.3,2.847,-0.26,2.67,3,0.5,False,True,42.1168,29,17.67,1570766831.0881708,1
2,95,531.71,289.14,2.8411,0.0,2.67,6,0.5,False,True,42.4428,29,17.67,1570766831.1542451,1
2,96,526.4300000000001,290.71,2.8455,0.0,2.67,6,0.5,False,True,42.7409,29,17.67,1570766831.2207718,1
2,97,521.33,292.31,2.8424,0.0,2.67,6,0.1,False,True,43.0286,29,17.67,1570766831.2882597,1
2,98,516.29,293.92,2.8397,-0.26,2.67,3,0.1,False,True,43.3132,29,17.67,1570766831.354481,1
2,99,511.17,295.71999999999997,2.8277,-0.26,2.67,3,0.1,False,True,43.6022,30,17.67,1570766831.4229324,1
2,100,506.24,297.62,2.8127,-0.26,2.67,3,0.1,False,True,43.8802,30,17.67,1570766831.4886339,1
2,101,501.25,299.57,2.7988,0.26,2.67,9,0.1,False,True,44.3107,31,17.67,1570766831.5556762,1
2,102,496.3,301.44,2.7925,0.26,2.67,9,0.1,False,True,44.8763,32,17.67,1570766831.621834,1
2,103,491.09,303.29,2.7959,0.26,2.67,9,0.1,False,True,45.1894,32,17.67,1570766831.6905723,1
2,104,486.28,305.03,2.7956,0.0,2.67,6,0.1,False,True,45.4783,32,17.67,1570766831.7550304,1
2,105,481.21999999999997,306.84,2.7964,0.0,2.67,6,0.1,False,False,45.7822,33,17.67,1570766831.8217494,1
2,106,475.81,308.94,2.7877,-0.26,8.0,5,0.1,False,False,46.1103,33,17.67,1570766831.8889022,1
2,107,469.86,311.34,2.7632,0.0,2.67,6,0.1,False,True,46.4722,33,17.67,1570766831.9553943,1
2,108,464.49999999999994,313.58000000000004,2.7572,0.0,2.67,6,0.1,False,False,47.3756,33,17.67,1570766832.023946,1
2,109,459.53999999999996,315.55,2.7592,0.52,2.67,12,0.1,False,False,47.6599,33,17.67,1570766832.0926175,1
2,110,454.08,317.56,2.7699,-0.26,5.33,4,0.1,False,True,47.9665,33,17.67,1570766832.1584308,1
2,111,447.36,320.2,2.7698,-0.26,5.33,4,0.1,False,True,48.3499,34,17.67,1570766832.2237606,1
2,112,440.27000000000004,323.44,2.7446,-0.52,2.67,0,0.5,False,True,48.7714,34,17.67,1570766832.2905505,1
2,113,434.30999999999995,326.74,2.7016,-0.52,2.67,0,0.5,False,True,49.2671,34,17.67,1570766832.3568451,1
2,114,429.03000000000003,330.06,2.6575,-0.26,5.33,4,0.5,False,True,49.6011,34,17.67,1570766832.4235597,1
2,115,423.59999999999997,334.07,2.5961,-0.52,2.67,0,0.5,False,True,49.9713,35,17.67,1570766832.4911938,1
2,116,419.45,337.59999999999997,2.5448,0.26,2.67,9,0.5,False,True,50.2743,35,17.67,1570766832.5546708,1
2,117,415.53000000000003,341.14,2.5016,-0.52,2.67,0,0.5,False,True,50.5697,35,17.67,1570766832.6234584,1
2,118,411.88,344.98,2.4483,-0.52,2.67,0,0.5,False,True,50.8687,35,17.67,1570766832.6913822,1
2,119,408.26000000000005,349.53,2.3776,-0.52,5.33,1,0.5,False,True,51.1978,36,17.67,1570766832.7590923,1
2,120,404.92999999999995,354.76,2.2929,-0.52,2.67,0,0.5,False,True,51.5463,36,17.67,1570766832.8258758,1
2,121,402.05,360.21000000000004,2.2079,0.0,5.33,7,0.5,False,True,51.8883,36,17.67,1570766832.8928847,1
2,122,399.3,366.09,2.1345,0.0,2.67,6,0.5,False,True,52.2445,36,17.67,1570766832.9556093,1
2,123,396.96,371.44,2.0827,0.26,2.67,9,0.5,False,True,52.5631,37,17.67,1570766833.0246334,1
2,124,394.85,376.37,2.0484,-0.26,2.67,3,0.5,False,True,52.8545,37,17.67,1570766833.0916142,1
2,125,392.85,381.5,2.0137,0.26,8.0,11,0.5,False,True,53.1513,37,17.67,1570766833.15746,1
2,126,389.97,388.26,1.9955,0.52,5.33,13,0.1,False,True,53.5504,37,17.67,1570766833.2254806,1
2,127,386.47999999999996,395.3,2.0122,0.52,5.33,13,0.1,False,True,53.984,38,17.67,1570766833.2897062,1
2,128,381.52,403.53000000000003,2.0653,0.52,5.33,13,0.1,False,True,54.5223,38,17.67,1570766833.358257,1
2,129,375.56,411.59999999999997,2.1406,0.52,5.33,13,0.1,False,True,55.0894,39,17.67,1570766833.426505,1
2,130,369.16,418.90999999999997,2.2313,0.0,2.67,6,0.1,False,True,55.5666,39,17.67,1570766833.4911847,1
2,131,363.14000000000004,424.58,2.309,0.52,2.67,12,0.1,False,True,56.0338,39,17.67,1570766833.5568419,1
2,132,357.49,429.06000000000006,2.3862,0.0,2.67,6,0.1,False,True,56.4369,39,17.67,1570766833.6242275,1
2,133,351.78,432.93,2.4518,0.52,8.0,14,0.1,False,True,56.8165,40,17.67,1570766833.6915572,1
2,134,345.49,436.57000000000005,2.5385,-0.26,2.67,3,0.1,False,True,57.2095,40,17.67,1570766833.7580988,1
2,135,339.86,439.43,2.5923,0.26,2.67,9,0.5,False,True,57.5448,40,17.67,1570766833.824911,1
2,136,334.81,441.56000000000006,2.6408,0.26,2.67,9,0.5,False,True,57.7622,40,17.67,1570766833.8913267,1
2,137,329.96,443.37,2.6854,0.26,2.67,9,0.5,False,True,57.947,40,17.67,1570766833.956835,1
2,138,325.15,445.08,2.7206,0.0,2.67,6,0.5,False,True,58.229,41,17.67,1570766834.0237584,1
2,139,319.76,446.89,2.7534,0.0,8.0,8,0.5,False,True,58.5123,41,17.67,1570766834.0910776,1
2,140,313.24,448.86999999999995,2.7892,0.0,8.0,8,0.5,False,True,58.891,42,17.67,1570766834.1571078,1
2,141,304.69,451.17,2.8321,0.0,8.0,8,1.0,False,True,59.337,42,17.67,1570766834.225838,1
2,142,296.26,452.95,2.8829,0.26,2.67,9,1.0,False,True,59.7783,43,17.67,1570766834.2902853,1
2,143,287.88,454.33000000000004,2.927,0.0,8.0,8,1.0,False,True,60.2425,44,17.67,1570766834.3573177,1
2,144,278.26,455.40000000000003,2.9814,0.26,8.0,11,1.0,False,True,60.7804,45,17.67,1570766834.4235392,1
2,145,267.3,455.56,3.0622,0.52,5.33,13,1.0,False,True,61.4005,45,17.67,1570766834.4919043,1
2,146,257.03000000000003,454.8,-3.1393,0.0,5.33,7,1.0,False,True,61.9818,46,17.67,1570766834.5575092,1
2,147,247.08999999999997,453.46000000000004,-3.0704,0.0,5.33,7,1.0,False,True,62.5393,46,17.67,1570766834.6243858,1
2,148,236.35999999999999,451.53,-3.0116,0.0,5.33,7,1.0,False,True,63.1497,47,17.67,1570766834.693342,1
2,149,226.58,449.62,-2.9775,-0.52,2.67,0,1.0,False,True,63.7056,47,17.67,1570766834.7587247,1
2,150,217.97,448.15,-2.9727,-0.52,2.67,0,1.0,False,True,64.1952,47,17.67,1570766834.8247733,1
2,151,209.66,446.98,-2.9862,0.0,5.33,7,1.0,False,True,64.6671,48,17.67,1570766834.8937647,1
2,152,200.76,445.81,-2.9978,0.0,5.33,7,1.0,False,True,65.1722,48,17.67,1570766834.9598422,1
2,153,190.76,444.57000000000005,-3.0091,0.0,5.33,7,1.0,False,True,65.7402,48,17.67,1570766835.0285022,1
2,154,180.13,443.53,-3.0286,-0.26,5.33,4,1.0,False,True,66.3431,49,17.67,1570766835.0942981,1
2,155,169.31,442.73999999999995,-3.0501,0.26,8.0,11,1.0,False,True,66.9878,49,17.67,1570766835.1594365,1
2,156,157.97,441.65000000000003,-3.037,0.26,2.67,9,1.0,False,True,67.6312,49,17.67,1570766835.227311,1
2,157,147.6,440.28000000000003,-3.0205,0.52,8.0,14,1.0,False,True,68.2233,49,17.67,1570766835.2933812,1
2,158,136.54999999999998,438.03000000000003,-2.9727,0.0,5.33,7,1.0,False,True,68.8607,50,17.67,1570766835.3602598,1
2,159,126.35000000000001,435.41999999999996,-2.9308,0.52,5.33,13,1.0,False,True,69.4536,50,17.67,1570766835.4264898,1
2,160,116.46000000000001,432.04,-2.8702,0.52,5.33,13,1.0,False,True,70.1715,51,17.67,1570766835.4938986,1
2,161,106.80000000000001,427.73,-2.7887,0.52,8.0,14,1.0,False,True,70.8077,51,17.67,1570766835.5592606,1
2,162,97.02,421.99,-2.6748,0.0,2.67,6,1.0,False,True,71.3945,51,17.67,1570766835.6289296,1
2,163,89.14999999999999,416.19,-2.5817,0.52,2.67,12,0.5,False,True,71.9207,51,17.67,1570766835.6938963,1
2,164,83.14,410.62,-2.4969,0.26,2.67,9,0.5,False,True,72.3754,52,17.67,1570766835.7585225,1
2,165,78.39,405.30999999999995,-2.4145,0.52,2.67,12,0.5,False,True,72.7763,52,17.67,1570766835.8272662,1
2,166,74.85000000000001,400.33000000000004,-2.3334,0.52,2.67,12,0.5,False,True,73.1219,52,17.67,1570766835.8937979,1
2,167,72.2,395.54,-2.2534,0.52,2.67,12,0.5,False,True,73.4294,52,17.67,1570766835.959553,1
2,168,70.09,390.78,-2.1721,0.52,2.67,12,0.5,False,True,73.7178,52,17.67,1570766836.0278356,1
2,169,68.54,385.97,-2.0923,0.52,2.67,12,0.5,False,True,73.9902,52,17.67,1570766836.0959022,1
2,170,67.31,381.4,-2.0183,-0.26,2.67,3,0.5,False,True,74.0806,52,17.67,1570766836.1599317,1
2,171,66.03,376.59,-1.9626,-0.26,2.67,3,0.5,False,True,74.3575,52,17.67,1570766836.227695,1
2,172,64.92,371.62,-1.9117,0.52,2.67,12,0.5,False,True,74.6432,52,17.67,1570766836.2933197,1
2,173,64.21,366.64,-1.8513,0.52,2.67,12,0.5,False,True,74.927,53,17.67,1570766836.3616104,1
2,174,63.959999999999994,361.6,-1.7814,0.52,2.67,12,0.5,False,True,75.2127,53,17.67,1570766836.4297798,1
2,175,63.99,356.46,-1.7147,-0.26,2.67,3,0.5,False,True,75.502,53,17.67,1570766836.4979713,1
2,176,63.99,351.53,-1.6721,-0.26,2.67,3,0.5,False,True,75.6696,53,17.67,1570766836.5607831,1
2,177,63.99,346.41,-1.6416,-0.26,2.67,3,0.5,False,True,75.9531,53,17.67,1570766836.6269948,1
2,178,64.08,340.47999999999996,-1.6111,0.0,5.33,7,0.5,False,True,76.2828,53,17.67,1570766836.6952648,1
2,179,64.46,333.15999999999997,-1.5734,0.0,5.33,7,0.5,False,True,76.6927,53,17.67,1570766836.7614722,1
2,180,65.11,324.90000000000003,-1.5366,0.0,5.33,7,0.5,False,True,77.1575,53,17.67,1570766836.8268569,1
2,181,65.89,315.63,-1.5107,-0.26,2.67,3,0.5,False,True,77.6807,53,17.67,1570766836.8957207,1
2,182,66.22,308.31,-1.5179,-0.52,2.67,0,0.5,False,True,78.0898,54,17.67,1570766836.961779,1
2,183,66.27,300.84,-1.5367,0.0,5.33,7,0.1,False,True,78.5046,54,17.67,1570766837.0290759,1
2,184,66.25,292.2,-1.5542,0.0,5.33,7,0.1,False,True,78.9826,54,17.67,1570766837.094672,1
2,185,66.11,283.59999999999997,-1.5701,0.0,2.67,6,0.1,False,True,79.458,54,17.67,1570766837.161778,1
2,186,66.05,276.19,-1.5744,0.26,2.67,9,0.1,False,True,79.8678,54,17.67,1570766837.2284575,1
2,187,66.12,270.05,-1.5684,0.26,2.67,9,0.1,False,True,80.209,54,17.67,1570766837.2954805,1
2,188,66.25,264.53000000000003,-1.5619,0.0,2.67,6,0.1,False,True,80.5158,55,17.67,1570766837.3617408,1
2,189,66.36,259.19,-1.5578,0.0,2.67,6,0.1,False,False,80.8132,55,17.67,1570766837.429628,1
2,190,66.52,253.45,-1.5524,0.0,5.33,7,0.1,False,False,81.1333,56,17.67,1570766837.496038,1
2,191,66.79,246.13,-1.5449,0.0,5.33,7,0.1,False,False,81.542,56,17.67,1570766837.5622704,1
2,192,67.12,237.84,-1.5386,0.0,5.33,7,0.1,False,False,82.0051,57,17.67,1570766837.6290956,1
2,193,67.54,228.29999999999998,-1.5326,0.0,5.33,7,0.1,False,False,82.5384,57,17.67,1570766837.695006,1
2,194,68.03,217.81,-1.5282,0.0,5.33,7,0.001,False,False,83.125,57,17.67,1570766837.7626143,1
2,195,68.7,206.70999999999998,-1.5161,0.52,8.0,14,0.001,False,False,83.7481,58,17.67,1570766837.829234,1
2,196,70.44,194.52,-1.4615,0.52,8.0,14,0.001,False,False,84.4436,58,17.67,1570766837.8953836,1
2,197,73.6,181.35,-1.3786,0.52,8.0,14,0.001,False,False,85.2096,59,17.67,1570766837.9608629,1
2,198,78.3,167.64,-1.27,0.52,5.33,13,0.1,False,False,86.0234,60,17.67,1570766838.0307772,1
2,199,84.02,155.20000000000002,-1.1809,0.26,8.0,11,0.1,False,False,86.7114,60,17.67,1570766838.0982277,1
2,200,90.67,143.73,-1.0807,0.0,5.33,7,0.1,False,False,87.433,60,17.67,1570766838.161657,1
2,201,98.45,132.95,-0.9914,0.0,8.0,8,0.1,False,True,88.1317,61,17.67,1570766838.2301223,1
2,202,107.5,122.46,-0.8941,0.0,5.33,7,0.5,False,True,88.833,61,17.67,1570766838.2973797,1
2,203,116.13,114.07000000000001,-0.8097,0.52,2.67,12,0.5,False,True,89.364,61,17.67,1570766838.3625183,1
2,204,124.81,107.24000000000001,-0.7257,0.52,2.67,12,1.0,False,True,89.9001,62,17.67,1570766838.4306312,1
2,205,133.21,102.12,-0.633,0.0,5.33,7,1.0,False,True,90.4221,64,17.67,1570766838.4972117,1
2,206,141.93,97.74000000000001,-0.5459,0.26,2.67,9,0.5,False,True,90.9341,65,17.67,1570766838.5644972,1
2,207,149.31,94.89,-0.4671,0.26,2.67,9,0.5,False,True,91.3696,65,17.67,1570766838.6318297,1
2,208,156.13,92.66,-0.4048,0.0,2.67,6,0.5,False,True,92.1131,67,17.67,1570766838.6979525,1
2,209,162.09,90.84,-0.3658,-0.26,5.33,4,0.5,False,True,92.465,67,17.67,1570766838.762662,1
2,210,169.55,88.61,-0.3342,-0.26,5.33,4,0.5,False,True,92.9052,67,17.67,1570766838.8311963,1
2,211,178.2,85.95,-0.3173,-0.26,5.33,4,0.5,False,True,93.4164,67,17.67,1570766838.8977785,1
2,212,187.16,82.96,-0.3205,-0.26,5.33,4,0.5,False,True,93.9494,68,17.67,1570766838.9639368,1
2,213,197.36,79.17,-0.3408,-0.26,5.33,4,0.5,False,True,94.5617,68,17.67,1570766839.0307634,1
2,214,207.31,75.3,-0.3562,0.0,5.33,7,0.5,False,True,95.2646,68,17.67,1570766839.097215,1
2,215,217.15,71.48,-0.3639,0.0,5.33,7,1.0,False,True,95.8212,68,17.67,1570766839.164071,1
2,216,226.96999999999997,67.58,-0.3721,0.0,8.0,8,1.0,False,True,96.3769,68,17.67,1570766839.2299182,1
2,217,238.03,63.46000000000001,-0.3717,0.52,2.67,12,1.0,False,True,97.0022,68,17.67,1570766839.2981167,1
2,218,247.10000000000002,60.370000000000005,-0.3518,-0.26,2.67,3,0.5,False,True,97.5154,69,17.67,1570766839.3631997,1
2,219,254.9,57.720000000000006,-0.3412,0.52,2.67,12,0.5,False,True,97.9569,69,17.67,1570766839.4315,1
2,220,261.99,55.81,-0.3084,0.52,2.67,12,0.5,False,True,98.3582,69,17.67,1570766839.4979744,1
2,221,267.52,54.72,-0.27,0.52,2.67,12,0.5,False,True,98.6708,69,17.67,1570766839.5625288,1
2,223,278.11,53.76,-0.177,0.0,2.67,6,0.5,False,True,99.2704,69,17.67,1570766839.6973085,1
2,224,283.31,53.44,-0.1413,0.0,2.67,6,0.5,False,True,99.5644,70,17.67,1570766839.7643197,1
2,225,288.54,53.239999999999995,-0.1094,0.0,2.67,6,0.1,False,True,99.8606,70,17.67,1570766839.8315763,1
2,226,293.93,53.059999999999995,-0.0861,-0.26,2.67,3,0.1,True,True,100.0,0,17.67,1570766839.8979943,1
2,222,272.89,54.09,-0.2243,0.52,2.67,12,0.5,False,True,98.9748,69,17.67,1570766839.6319277,1
